"","BW11.C","BW11.D","BW14.A","BW14.B","1174.C","1174.D","BW09.A","BW09.B","BW09.C","BW09.D","BW19.C","BW19.D","BW23.A","BW23.B","wilcox.pval.2v4","mean.diff.2v4","median.diff.2v4","mean.p53.2v4","mean.wt","median.p53.2v4","median.wt","sd.p53.2v4","sd.wt"
"Bcell:hypoxia1",0.0559580934872467,-0.000472706158005784,-0.00222963513475451,-0.0102884751235169,0.0383662285382582,0.097491973772928,-0.0276634623725295,-0.0518561642718472,-0.046732970602277,-0.0220187628356664,0.0024335223867262,-0.0448010496689957,-0.07425891795525,-0.0529329758373248,0.187812187812188,0.0289390771523402,0.0348810853743825,0.0107418192677424,-0.0174782776335905,-0.00135117064638015,-0.0362322560207626,0.0304456288396066,0.051766268283815
"Mast:hypoxia1",0.0302128135744667,0.0666257077158814,-0.0393222365683933,-0.0539966051944576,-0.0523170835230357,0.0505826062842622,-0.00988827614599457,-0.0155892076679969,-0.0141389929342216,-0.0100485969297845,0.0122094231069052,0.00430641273538718,0.0084709314284356,0.00866887164290022,1,0.00265431108218858,-0.00176377979165961,0.000879919881874302,-0.00652186519978186,-0.0045547114969633,-0.00279093170530369,0.0571855857654132,0.0262898389453064
"Mesenchymal:hypoxia1",0.201305518368751,0.157766875841872,0.343581470252309,0.218925717661163,0.0249691626744252,0.0464937401998912,0.0758003330306637,0.162132661782461,0.0726098499887314,0.0603138845331729,0.0965111806791189,0.0682268406628367,0.427602664399454,0.388069613017342,0.141858141858142,0.0881219024342141,0.13591052650526,0.230394895531024,0.14924142260266,0.210115618014957,0.0742050915096975,0.0797156694044619,0.144807573364767
"Pericyte:hypoxia1",0.0541751278616789,0.0502875571909124,-0.0775669598535556,-0.106169300350316,-0.0264194790183209,0.0224451040451173,-0.0289957629264193,0.0372862168618156,-0.0342698638733498,-0.00200544048768136,0.0319464469196053,-0.00488317585896471,0.0916769313921026,0.0241911140242296,0.839160839160839,-0.0309156028956336,-0.0238595331100396,-0.0198183937878202,0.000436617338892549,-0.0136397013313216,0.0102198317787179,0.0840263084903391,0.038606336970951
"Endothelial:hypoxia1",-0.0463177869874754,0.0172250377001543,-0.150313786545867,-0.128450478037675,0.18512243827037,0.196017467663287,0.0206215043228849,0.105755146732271,0.0372597191030445,0.0304712039910293,0.0464297352241828,0.0666609731253885,0.337010845003762,0.28127310457174,0.001998001998002,-0.207626467268512,-0.173592192441405,-0.0769642534677159,0.107106514542753,-0.0873841325125754,0.0862080599288295,0.0771185533268561,0.113128971004501
"Nonmalig:hypoxia1",-0.206446365722023,-0.187426781942822,-0.256898202825413,-0.176114507639271,-0.180338042127565,-0.177751402066195,-0.0381795848042637,-0.0250440162367584,-0.0564835742043172,-0.0444453376677615,-0.0685270496538819,-0.0389054094621278,-0.282158435784231,-0.220297919032844,0.141858141858142,-0.0935083874283876,-0.134431261903323,-0.206721464532382,-0.118931388970838,-0.196936573832422,-0.0625053119290996,0.0357157823731165,0.0928261045514838
"mean_nUMI_factorsfact_14:hypoxia1",0.121935554836021,0.130424432350467,0.420789081982355,0.331180071605112,0.167175078188528,0.102607892460422,0.145008664263901,0.0751272725686402,0.161698428790308,0.164082597167861,0.0573808165501591,0.0717779377778171,0.162486516059312,0.0837883432698252,0.187812187812188,0.131968930483811,0.106993973615628,0.251082285193488,0.138392147154717,0.230802251977789,0.123808278362162,0.148832397547367,0.0449741392987601
"hypoxia1:hypoxia.hallmark1",0.274109643862853,0.268437276189886,0.581841454232663,0.485468406777446,0.537566781170466,0.463158305217524,0.396448127178787,0.252393556251572,0.416670317371198,0.395373783066228,0.326215475928234,0.313579592326351,0.425672155298962,0.500870442529658,1,-0.000330658368185965,-0.0267701969548428,0.402464195265712,0.410310631192402,0.37978902532015,0.406559222274992,0.156529024002971,0.0873572529081804
"hypoxia.hallmark1:hypoxia.hallmark1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.154728923485379,0,0,1,1,1,1,6.40987562127855e-17,0
"pemt1:hypoxia.hallmark1",0.286960469401782,0.29352921561726,0.544746635629493,0.499938800685401,0.452402266927823,0.434346153661326,0.338736510608303,0.211830117743828,0.404881369951987,0.357874060649586,0.286600581539556,0.331783952936405,0.48702082779238,0.489234014403633,0.635364635364635,0.0268227947120014,0.015356292850544,0.406293780333484,0.390422605172748,0.39673400815133,0.381377715300786,0.13527117102311,0.0905041342069139
"emt.hallmark1:hypoxia.hallmark1",0.461361844533293,0.50318773263223,0.615168937436331,0.599938742617268,0.569175124322143,0.575558312125994,0.473356467164441,0.380246120164155,0.487129694064542,0.476732163039922,0.595522288781261,0.538446774373046,0.612649229397424,0.61014377864115,0.733266733266733,0.0130183190973731,-0.00224771172284499,0.544914314304781,0.538081699517395,0.551563237624749,0.553810949347594,0.0745777504922737,0.0756474137134909
"p53_targets1:hypoxia.hallmark1",0.0353503719337154,0.0929205051909095,-0.0520920765165003,0.00980471493237205,0.306326646197,0.236943546367158,0.0132827275722558,0.0819934335393214,0.0270944234110421,0.0444105673393962,0.0713356236466717,0.0322736462481325,-0.0032238272397025,0.015584067316679,0.453546453546454,-0.0611062065546713,-0.0157645633607206,0.0214958788851242,0.0759841426663933,0.0225775434330437,0.0383421067937643,0.0601256870101184,0.104209505362694
"Cancer:hypoxia.hallmark1",0.0103771111570933,-0.012131589788855,0.135456337750798,0.147508727659416,-0.222127983243577,-0.123089412959238,0.0646771138799426,0.0238772298204391,-0.0568875073117257,-0.0751120962812613,-0.104367040290724,-0.0694096225169983,-0.296548569406457,-0.271730629895838,0.023976023976024,0.183374498515157,0.162656292739938,0.0703026466946129,-0.0893827082314565,0.0729167244539454,-0.0897395682859927,0.0828497747940196,0.119144841114822
"Myeloid:hypoxia.hallmark1",-0.0266875092478094,0.0120202003183955,-0.0271902523347804,0.14367017633084,0.0301700969349178,-0.0983936301073208,0.0714547791580667,-0.0312600292456717,0.161262563886034,0.0834158386333883,0.0608576216213293,0.0342913973450927,-0.116559687696516,-0.0665271446056428,0.945054945054945,0.0125819731742935,-0.0395644016047122,0.0254531537666614,0.0247619983867744,-0.00733365446470697,0.0322307471400052,0.0809231849921736,0.0887400896763474
"Lymphoid:hypoxia.hallmark1",-0.159341671403333,-0.148992879961678,-0.195811512287081,-0.22979210529587,0.297491241572609,0.237156807626243,-0.100547002351505,-0.113953898713292,-0.034760529832264,-0.0216396512283461,-0.0837416956968737,-0.0933357881020872,-0.0923379536798201,-0.208286495275382,0.013986013986014,-0.162089045668919,-0.0895367671568601,-0.183484542236991,-0.0403406428160534,-0.177576591845207,-0.0880398246883469,0.0368279674779589,0.160752494322442
"NK:hypoxia.hallmark1",-0.0185012342659527,-0.0331642548945122,-0.0838831477115356,-0.0772812444573075,0.0925998205513013,-0.0167413649632357,0.00278207390695521,-0.0360431713261567,0.0551979792816858,-0.00548463561715192,-0.0140727020673127,-0.0111971791365498,-0.0980830176139412,-0.0453031309063828,0.105894105894106,-0.0455729375432482,-0.0425878090739787,-0.053207470332327,-0.0139660520316451,-0.0552227496759099,-0.0126349406019312,0.0322841400188773,0.0523364725335167
"Plasma:hypoxia.hallmark1",-0.0672053828191841,-0.0536128893254758,-0.0501085818793506,-0.0361346676055998,0.0689959711292448,0.0260736741989908,-0.195997372763558,-0.0232827564783825,-0.20839619774759,-0.0984191899491037,-0.0213318158161575,-0.0559139947362997,0.180226887014404,0.219610048813776,0.53946053946054,-0.040921905773935,-0.0295534494551433,-0.0517653804074026,-0.0131426739945705,-0.0518607356024132,-0.02230728614727,0.0127654628814518,0.14166806496512
"Bcell:hypoxia.hallmark1",-0.0893536885514201,-0.126457722944471,-0.0552177065719535,-0.0837358597882726,-0.00893696482701874,0.0232423500765897,-0.158975204230443,-0.127169313539727,-0.183356829430551,-0.126469893109185,-0.135875135077747,-0.201761064251431,-0.102132357845517,-0.170925264973772,0.141858141858142,0.0305447232568508,0.0449774501388909,-0.0886912444640293,-0.116008685181552,-0.0865447741698464,-0.131522224308737,0.0292789987606564,0.0732753338275943
"Mast:hypoxia.hallmark1",-0.0330635786211305,0.0172892925374437,-0.0381933871485575,-0.0765702029932662,-0.0793175091326445,0.0212145429672161,-0.00484820450857807,-0.0316317220995051,-0.0144019432184617,0.00149404906592906,0.0050843030180737,0.0180944416915461,-0.0121994912356011,0.0164872662545797,0.23976023976024,-0.024632042336633,-0.0339514051635195,-0.0326344690563776,-0.0142358609264284,-0.035628482884844,-0.00167707772132451,0.0385305783053058,0.0300158686319012
"Mesenchymal:hypoxia.hallmark1",0.134165390856578,0.20735168993164,0.321359047961992,0.155144405950274,-0.0293374928003135,0.000589752332306743,0.168703652265557,0.145468030196503,0.206606431115964,0.177661551855022,0.163650442970303,0.209909292224189,0.31196882290647,0.426432848064444,0.945054945054945,0.0263398005620767,0.00806544588066774,0.204505133675121,0.176072521552793,0.181248047940957,0.173182602060289,0.0837597775944002,0.132210602349365
"Pericyte:hypoxia.hallmark1",0.0478664266147832,0.103086023785735,-0.0348216894559003,-0.0591632779426586,-0.0587875341982719,-0.0101789397889009,-0.0102176549105002,-0.0249668438150448,0.00990386195354632,0.0195190616871603,0.0853900716674623,-0.00538854489666978,0.0585833277531346,0.0747500943429702,0.839160839160839,0.000381180771001308,0.00426471005100322,0.0142418707504899,0.00722214744111159,0.00652236857944149,0.00225765852843827,0.0748764383955558,0.0461703432812221
"Endothelial:hypoxia.hallmark1",0.0958310031004246,0.0497782714895394,-0.121178296589233,-0.0825022771745817,0.193914337962762,0.193144540351585,0.0615452504217089,0.105229835831812,0.0673012749502429,0.0515776252824264,0.114224659703035,0.0947446357370179,0.33835311933565,0.384183531277563,0.023976023976024,-0.174939705878843,-0.126089250609945,-0.0145178247934627,0.138337866698111,-0.0163620028425211,0.109727247767423,0.103777315800138,0.11724157009169
"Nonmalig:hypoxia.hallmark1",-0.0219610472859851,-0.0909842078730973,-0.192663898226713,-0.134778009704684,-0.217391623922126,-0.113718271415054,-0.027515443967666,0.0555185892312876,-0.0693109989848971,-0.0560022274925637,-0.0582933384316013,-0.00448761473777329,-0.16630252534263,-0.199881830777334,0.733266733266733,-0.0243582621885841,-0.0490789400806415,-0.11009679077262,-0.0901966632313674,-0.112881108788891,-0.0638021687082492,0.0720177985092141,0.0878680932109324
"mean_nUMI_factorsfact_14:hypoxia.hallmark1",0.247451556214008,0.295963447760971,0.390679635998833,0.393783544178844,0.20915632141057,0.149218361892599,0.261894672186086,0.137337049929929,0.317923048302885,0.269029402820094,0.275159155776696,0.203050313266474,0.172881008359944,0.140802912357656,0.035964035964036,0.118324321407871,0.13721822454138,0.331969546038164,0.230021435498343,0.343321541879902,0.206103317338522,0.0723592305707868,0.0642280044241537
"hypoxia1:pemt1",0.204430420079672,0.178403891765079,0.613819621085106,0.462459787037646,0.426031929005946,0.376073668154664,0.267053613716406,0.164810201636317,0.330137030139083,0.263471176816088,0.128272461537072,0.124545999570526,0.494656979342995,0.446444413438717,0.53946053946054,0.0626286826560945,0.0348497816309144,0.364778429991876,0.316723387308678,0.333445103558659,0.298595321927745,0.209769806500279,0.134511931319843
"hypoxia.hallmark1:pemt1",0.286960469401782,0.29352921561726,0.544746635629493,0.499938800685401,0.452402266927823,0.434346153661326,0.338736510608303,0.211830117743828,0.404881369951987,0.357874060649586,0.286600581539556,0.331783952936405,0.48702082779238,0.489234014403633,0.635364635364635,0.0268227947120014,0.015356292850544,0.406293780333484,0.390422605172748,0.39673400815133,0.381377715300786,0.13527117102311,0.0905041342069139
"pemt1:pemt1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.506537995576033,-1.11022302462516e-16,0,1,1,1,1,1.11022302462516e-16,9.06493303673679e-17
"emt.hallmark1:pemt1",0.563205160805259,0.589137599368768,0.735913248824614,0.634006045544542,0.714055500117797,0.720616567106348,0.545517007244267,0.613703702052015,0.613362430629985,0.584797086838401,0.501858025340731,0.530071125633916,0.776442277546109,0.768598075440452,0.945054945054945,-0.00633666615920603,-0.00196124388434449,0.630565513635796,0.636638894863142,0.611571822456655,0.613533066341,0.0760781873758813,0.100876304182629
"p53_targets1:pemt1",0.0332737758839739,0.0790141030228242,-0.0911629140071729,-0.00317614225117631,0.203064502980267,0.215028900347435,0.0421837362470726,0.125530024706147,0.0751649022192118,0.0787116291397882,0.046416666979403,-0.0123073357158122,-0.0557521740772219,-0.0543587450449205,0.373626373626374,-0.0618810051160248,-0.0457419677829086,0.00448720566211222,0.0600459968663812,0.0150488168163988,0.0607907845993074,0.0720892903496327,0.0949718786994828
"Cancer:pemt1",-0.057753511119206,-0.130367576068693,0.107036282799005,0.00414277517394051,-0.291631415827827,-0.224520241223777,-0.268455544494378,-0.452290473447537,-0.410965133518962,-0.37121127672621,-0.176725650434239,-0.0723317879683706,-0.319905834376303,-0.366106671963465,0.003996003996004,0.276178895694368,0.278963257129432,-0.0192355073037385,-0.268181932255193,-0.0268053679726328,-0.305768625102065,0.10054034412988,0.114951396639356
"Myeloid:pemt1",-0.00605285125666476,0.00876277557933663,5.97309955328545e-05,0.210081404336813,0.145866120423326,0.0766972934120956,0.155059657253827,0.15231373239706,0.229849785590963,0.184012177445986,0.0705090839972004,0.118402418671269,-0.0488982094971318,-0.151922639036694,0.53946053946054,-0.0399761771520357,-0.127723016259863,0.0532127649137545,0.103815529544974,0.00441125328743474,0.132134269547298,0.104755636063241,0.114849743992814
"Lymphoid:pemt1",-0.119613733650125,-0.100792821171617,-0.179761761952158,-0.249607847219839,0.157154091260376,0.143988801621977,0.0569222060550457,0.0416501467392785,0.105191381365379,0.105808947303711,-0.0516302594766149,-0.0861807748534921,-0.321762183308746,-0.228823006851044,0.0759240759240759,-0.154675975984022,-0.198973924198304,-0.162444040998435,-0.0297534997603608,-0.149687747801141,0.0492861763971621,0.0671633350068296,0.162633216533508
"NK:pemt1",-0.0991036008134974,-0.034909816156935,-0.171566460000574,-0.122154828433443,0.00101630585764229,0.0143446832220234,0.028354725390398,0.0198697596586391,0.0614957494428259,0.0238712415910402,-0.0335338150038079,0.0038511678854595,0.0445202600947907,-0.0307608308729849,0.001998001998002,-0.120236601077715,-0.127736436063801,-0.106933676351112,0.000988583530234879,-0.11062921462347,0.0171072214403312,0.0567386602861068,0.0299167668423677
"Plasma:pemt1",-0.00218583573182915,0.00576707587889282,-0.0203209713032918,-0.0103613826678405,0.0464191489756865,0.0369873945877546,-0.0435629060767403,0.0365208155513123,-0.0674905400573051,-0.0616495984614818,0.000714572844590166,-0.0919839051846159,0.322760966669923,0.39054873318575,0.733266733266733,-0.0637017466595045,-0.024891303397786,-0.00677527845601716,0.0508093908515484,-0.00627360919983481,0.0186176941979512,0.0111761587752949,0.165954553249082
"Bcell:pemt1",-0.0779757614959378,-0.0655214426600365,-0.0539664006849869,-0.0685997498321991,-0.0377245336540322,0.0159074144055832,-0.0235892103335035,0.00803915996970586,-0.0462952222657856,-0.0127160176955914,-0.0782522773612751,-0.135825035114968,-0.137735278037858,-0.0714327445020354,0.53946053946054,-0.0145534642093141,-0.0250507182862089,-0.0665158386682901,-0.053474863129269,-0.0670605962461178,-0.0420098779599089,0.00990201551996208,0.0540029106269631
"Mast:pemt1",0.0390201494603025,0.0322817100530605,-0.05105398102295,-0.036244219211702,-0.0671076741797674,0.152338795283951,-0.0143416676818614,0.00776024216936121,-0.0178806154802427,-0.0442749854787127,-0.0331608093231451,-0.00229267132110988,0.00827275410043172,0.0190405538429511,0.945054945054945,-0.00483447737350781,0.00633591492216489,-0.00399908518032224,-0.00253548157089512,-0.00198125457932076,-0.00831716950148565,0.0462632415037179,0.0594281470802633
"Mesenchymal:pemt1",0.289002671962732,0.340777414367083,0.400875090317488,0.296469865631077,0.0734054493421238,0.0574671104873744,0.267653564623192,0.391359159479779,0.333468836531461,0.302700123001346,0.201059357335915,0.178497022789464,0.45451617797845,0.534709350104872,0.53946053946054,0.0522976454021974,0.0334467961868112,0.331781260569595,0.281027819755005,0.31862363999908,0.285176843812269,0.0514191609813506,0.156345154680331
"Pericyte:pemt1",0.10406746930852,0.102981737683073,-0.076584153241662,-0.0578499925266963,0.0177735562531541,0.0201340988610389,-0.0486184902332883,0.0304818106130427,0.0106655269781057,0.00328080948499121,0.113300812793763,0.0172798258385165,0.105013863004902,0.0599349118329949,0.635364635364635,-0.0147709072369134,0.00361204502109182,0.0181537653058086,0.024672430263684,0.0225658725781883,0.0189538275570965,0.0988749948983946,0.0483668019825406
"Endothelial:pemt1",0.0211485724844648,0.0299345450139382,-0.121942353878505,-0.0942803006597413,0.210530415319227,0.192342075610084,0.0152649400380989,0.098844325426762,0.0686616579267493,0.0441524389709635,0.122591119181699,0.0714260273542515,0.410921918611871,0.452311952285776,0.00799200799200799,-0.209989571332509,-0.147283586391869,-0.0412848842599607,0.144796960915067,-0.0365658640876382,0.110717722304231,0.078068954973174,0.151637755810005
"Nonmalig:pemt1",-0.196053311815253,-0.227830927483669,-0.28495998018873,-0.163697677786696,-0.232442164466442,-0.205580889991081,-0.160660264181122,-0.204924833115449,-0.230352530452186,-0.197056903006279,-0.10960691457953,-0.0750522942644414,-0.306138532510084,-0.31369334376461,1,-0.0145846072854645,-0.00668925809619647,-0.218135474318587,-0.199927849828902,-0.211942119649461,-0.205252861553265,0.0516740166458164,0.0755967107470474
"mean_nUMI_factorsfact_14:pemt1",0.338227314949078,0.378932121025556,0.479577305551131,0.412891367836635,0.271055299719672,0.269983984644029,0.318509265345946,0.393126567489704,0.407084097332375,0.386629396642108,0.270217839736685,0.29614716883365,0.305071379023685,0.201621006009587,0.053946053946054,0.0904624268628562,0.095302470502428,0.4024070273406,0.321121579328552,0.395911744431096,0.300609273928668,0.0598199519220975,0.06574766198486
"hypoxia1:emt.hallmark1",0.264635146210517,0.24020210246327,0.594359753177215,0.417032734973195,0.495014083668338,0.405503270112863,0.23815853306763,0.235141590517118,0.243984641780996,0.238928251504427,0.224293045777505,0.206864346291949,0.572342924859561,0.498377579079597,0.303696303696304,0.0431966075400508,0.0993774939491449,0.379057434206049,0.343240091057562,0.340833940591856,0.241456446642711,0.163473214081335,0.141079185246105
"hypoxia.hallmark1:emt.hallmark1",0.461361844533293,0.50318773263223,0.615168937436331,0.599938742617268,0.569175124322143,0.575558312125994,0.473356467164441,0.380246120164155,0.487129694064542,0.476732163039922,0.595522288781261,0.538446774373046,0.612649229397424,0.61014377864115,0.733266733266733,0.0130183190973731,-0.00224771172284499,0.544914314304781,0.538081699517395,0.551563237624749,0.553810949347594,0.0745777504922737,0.0756474137134909
"pemt1:emt.hallmark1",0.563205160805259,0.589137599368768,0.735913248824614,0.634006045544542,0.714055500117797,0.720616567106348,0.545517007244267,0.613703702052015,0.613362430629985,0.584797086838401,0.501858025340731,0.530071125633916,0.776442277546109,0.768598075440452,0.945054945054945,-0.00633666615920603,-0.00196124388434449,0.630565513635796,0.636638894863142,0.611571822456655,0.613533066341,0.0760781873758813,0.100876304182629
"emt.hallmark1:emt.hallmark1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.928176931151496,0,0,1,1,1,1,6.40987562127855e-17,6.40987562127855e-17
"p53_targets1:emt.hallmark1",0.10543234475668,0.0891608059114005,-0.0433916016303,0.0960999217087955,0.346319932161488,0.316717771397042,0.0836116934740125,0.172209865952317,0.0993127978694132,0.112070084326716,0.0966736976586596,-0.00156806205418594,-0.0654965234431223,-0.0944462866774409,0.635364635364635,-0.0447151293798461,-0.00536288395393844,0.0618253676866439,0.105591353852154,0.092630363810098,0.0979932477640364,0.0704607463244281,0.144670857890804
"Cancer:emt.hallmark1",-0.190493713504609,-0.215920388601507,0.0133396041329072,-0.110350682712528,-0.411730691029174,-0.345568922820655,-0.474856753530176,-0.524250603377962,-0.609512647226283,-0.588382156978882,-0.238803662511222,-0.11196428030327,-0.522523778155871,-0.550346975161171,0.00799200799200799,0.311937751938033,0.348268067734455,-0.125856295171434,-0.408026468527927,-0.150422198108568,-0.498690265843023,0.103126878447585,0.161866442855817
"Myeloid:emt.hallmark1",-0.0759096244455086,-0.0815705756902172,-0.148293932637662,0.11848806923924,0.0831168749899212,-0.0178661740010488,0.107856422801384,0.0931249382807892,0.181194580022293,0.118793759497616,0.0386106611678979,0.0444835844983619,-0.143061090823525,-0.211854083636182,0.373626373626374,-0.0762614631632877,-0.142540329812004,-0.046821515883537,0.0375352310942497,-0.0787401000678629,0.0638002297441415,0.115003660104869,0.122305358392706
"Lymphoid:emt.hallmark1",-0.148007893123463,-0.111197513793758,-0.126535150280075,-0.14490790927442,0.285759382194178,0.300358522516968,-0.0426428510233885,-0.115791816960821,0.0109741209182293,0.0245498658209964,-0.0650593971204408,-0.113932233006062,-0.2819199347911,-0.239689857545318,0.187812187812188,-0.108922696718253,-0.081870405705333,-0.132662116617929,-0.0347547371155618,-0.135721529777248,-0.0538511240719146,0.0171631503057,0.193313420573151
"NK:emt.hallmark1",-0.0831236787282988,-0.0597551888393631,-0.19475579095996,-0.16833836903372,0.0864753093783772,-0.00248073378606006,0.0304056963677917,0.00137924422083117,0.0581867822975741,0.00853900309938301,-0.0819113286471923,-0.0325285433035546,-0.0411174633650267,-0.0330497490393634,0.003996003996004,-0.125883078612612,-0.125180279098395,-0.126493256890335,-0.0158581956191782,-0.12573102388101,-0.000550744782614444,0.065180971162419,0.0499065109162941
"Plasma:emt.hallmark1",-0.0265072124023847,-0.00944722102146339,-0.0330282121945823,-0.0200005298012999,0.177963655507465,0.127427751233726,-0.0913024549891962,0.0411224678483327,-0.084512992509441,-0.0477394642627467,-0.00460253322722292,-0.0618407336645686,0.456084799741187,0.521505211655103,0.635364635364635,-0.125656364588196,-0.0415138384123972,-0.0222457938549326,0.0921913797755762,-0.0232538711018423,0.0182599673105549,0.0100542679251473,0.222172760872387
"Bcell:emt.hallmark1",-0.0820134101468436,-0.0767100809066708,-0.0360105719929442,-0.0671315538583736,0.0361254612452714,0.0698364226488227,-0.106088486873403,-0.0946762958091222,-0.0942828730433534,-0.0667139545169752,-0.100647914251192,-0.232620047100956,-0.140457646917767,-0.0959336272877518,0.23976023976024,0.0170794919644345,0.0233841441659148,-0.0654664042262081,-0.0811445923422545,-0.0719208173825222,-0.095304961548437,0.0205802692409017,0.0848371023326858
"Mast:emt.hallmark1",0.065596866406885,0.0620422758464885,-0.0728046701609916,-0.0870304464010527,-0.0129236414944864,0.164596599199486,-0.0282442514279629,-0.0333827238997913,-0.0314134564532878,-0.0422925083336946,0.0433979411999081,0.0471355806882282,0.0349032740692139,0.0323899236348116,0.839160839160839,-0.0254656672954102,-0.0151143382274142,-0.0080489935771677,0.00792148098012473,-0.00538119715725156,0.0097331410701626,0.0832022962067166,0.0626150063710837
"Mesenchymal:emt.hallmark1",0.551943625474081,0.600877461266109,0.678993008685407,0.549564246836432,0.0904697133374476,0.104385708283828,0.59183134595672,0.641132304608089,0.629111052793441,0.621124424993647,0.395820000294344,0.379895848971603,0.618965339157155,0.735291725782983,0.839160839160839,0.114541839147582,-0.0289877991868421,0.595344585565508,0.487053791910517,0.576410543370095,0.605398342556937,0.0605726950447987,0.229740413756332
"Pericyte:emt.hallmark1",0.130689653393567,0.175839491460021,-0.0304475940985598,-0.0126853963850031,-0.0516769237155117,0.039016163612397,0.0703922560597903,0.134301731992331,0.129874615384408,0.0889788272861426,0.151631777562995,0.0745392446831279,0.142055173140224,0.124534965995437,0.945054945054945,-0.0245157446076278,-0.0477547681365078,0.0658490385925063,0.0809965850560307,0.059002128504282,0.10675689664079,0.102863832313493,0.06195735301325
